source_file	source_line	wc1_address	wc2_address	source_name	mapping_name	evidence	review_flags	status
src/brains.c	775	00407270	00441F86	general_zig	general_zig	WC1-callgraph-propagated		mapped
src/brains.c	812	00407350	0044210C	Mzig_zag	Mzig_zag	WC1-callgraph-single		mapped
src/brains.c	818	00407370	00442129	Mzig_zag_pitch	Mzig_zag_pitch	WC1-fuzzy-low		mapped
src/brains.c	824	00407390	00442146	Mcorkscrew	ShipAiState38	WC1-fuzzy-very-low		mapped
src/brains.c	850	00407450	00442252	Mveer_away	Mveer_away	WC1-fuzzy-followup		mapped
src/brains.c	887	00407560	004423E2	ShipAiState44	ShipAiState44	WC1-callgraph-single-low		mapped
src/brains.c	894	00407580	00442404	Mtarget_laser	Mtarget_laser	WC1-manual-verified		mapped
src/brains.c	901	004075A0	00442421	Mrout_me	Mrout_me	WC1-manual-verified		mapped
src/brains.c	907		00442438	ShipAiState3	ShipAiState3	WC2-only		wc2-only
src/brains.c	915		00442455	ShipAiState45	ShipAiState45	WC2-only		wc2-only
src/brains.c	930	004075B0	004424C2	Mnone	Mnone	WC1-manual-verified		mapped
src/brains.c	936	004075C0	004424CD	Mreset	ShipAiState03	WC1-fuzzy-followup		mapped
src/brains.c	964	004075D0	004424E4	perform_maneuver	perform_maneuver	WC1-fuzzy-followup		mapped
src/brains.c	1030	00407710	00447170	GetShapeFrameExtent	GetShapeFrameExtent	WC1-fuzzy-followup		mapped
src/brains.c	1041		00460650	UpdateTargetCameraObject	UpdateTargetCameraObject	WC2-only		wc2-only
src/brains.c	1098	004094E0	00409C1A	RunCampaignGameLoop	RunCampaignGameLoop	WC2-manual-verified		mapped
src/brains.c	1307		00409850	InitializeNewPilotCampaign	InitializeNewPilotCampaign	WC2-only		wc2-only
src/brains.c	1327		0040A27A	LoadStartingCampaignGlobals	LoadStartingCampaignGlobals	WC2-only		wc2-only
src/brains.c	1336		0040A2A3	RunSelectedCampaign	RunSelectedCampaign	WC2-only		wc2-only
src/brains.c	1342	00409760	00442770	cruise_home	cruise_home	WC1-fuzzy-very-low		mapped
src/brains.c	1385	004098C0	004429A7	fail	fail	WC1-manual-verified		mapped
src/brains.c	1391	004098D0	004429C0	coming_home	coming_home	WC1-manual-verified		mapped
src/brains.c	1430	004099C0	00442B78	run_away	run_away	WC1-fuzzy-low		mapped
src/brains.c	1460	00409AC0	00442CC3	check_engage_target	check_engage_target	WC1-callgraph-propagated		mapped
src/brains.c	1472	00409B10	00442D58	check_destroy_target	check_destroy_target	WC1-fuzzy-followup		mapped
src/brains.c	1503	00409C20	00442EFC	maneuvering	maneuvering	WC1-callgraph-propagated		mapped
src/brains.c	1511	00409C50	00442F2D	formation_burst	formation_burst	WC1-callgraph-propagated		mapped
src/brains.c	1528	00409CE0	00442FE9	disallow_engage	disallow_engage	WC1-callgraph-single-low		mapped
src/brains.c	1534	00409CF0	00442FFD	allow_engage	allow_engage	WC1-fuzzy-medium		mapped
src/brains.c	1541	00409D10	0044301A	try2allow_engage	try2allow_engage	WC1-fuzzy-followup		mapped
src/brains.c	1560	00409D60	00443095	imperial_formation	imperial_formation	WC1-fuzzy-low		mapped
src/brains.c	1605	00409F00	004432EB	formation_break	formation_break	WC1-callgraph-propagated		mapped
src/brains.c	1627	00409F80	004433B1	imperial_wingman	imperial_wingman	WC1-fuzzy-followup		mapped
src/brains.c	1652	0040A030	00443499	kilrathi_wingman	kilrathi_wingman	WC1-fuzzy-very-low		mapped
src/brains.c	1692	0040A130	00443631	wingman_mission	wingman_mission	WC1-manual-verified		mapped
src/brains.c	1702	0040A160	0044366D	dist_from_home	dist_from_home	WC1-callgraph-single-low		mapped
src/brains.c	1708	0040A180	00443698	scan_and_lock	scan_and_lock	WC1-callgraph-propagated		mapped
src/brains.c	1717	0040A1C0	00443707	patrol_area	patrol_area	WC1-fuzzy-followup		mapped
src/brains.c	1766	0040A360	00443930	kilrathi_patrol	kilrathi_patrol	WC1-manual-verified		mapped
src/brains.c	1790	0040A410	00443A08	cruise_to_destination	cruise_to_destination	WC1-fuzzy-followup		mapped
src/brains.c	1837	0040A540	00443C45	prepare_for_jump	prepare_for_jump	WC1-fuzzy-low		mapped
src/brains.c	1865	0040A630	00443D6E	accelerate_and_jump	accelerate_and_jump	WC1-manual-verified		mapped
src/brains.c	1873	0040A670	00443DBD	reach_warp	reach_warp	WC1-fuzzy-low		mapped
src/brains.c	1896		00443E8C	split_patrol_mission	split_patrol_mission	WC2-only		wc2-only
src/brains.c	1909	0040A710	00443EE9	warp_arrival	warp_arrival	WC1-fuzzy-very-low		mapped
src/brains.c	1918	0040A740	00443F28	return_to_buddy	return_to_buddy	WC1-fuzzy-followup		mapped
src/brains.c	1930	0040A7A0	00443FA2	escort_buddy	escort_buddy	WC1-fuzzy-low		mapped
src/brains.c	1938	0040A7D0	00443FE4	escort_mission	escort_mission	WC1-fuzzy-followup		mapped
src/brains.c	1975	0040A900	00444199	check_goal	check_goal	WC1-fuzzy-followup		mapped
src/brains.c	1984	0040A940	004441E5	streak_toward	streak_toward	WC1-fuzzy-low		mapped
src/brains.c	2001	0040A9B0	00444291	approach_and_engage	approach_and_engage	WC1-fuzzy-followup		mapped
src/brains.c	2036	0040AAC0	00444420	strike_mission	strike_mission	WC1-order-exact		mapped
src/brains.c	2099	0040ABB0	004446C9	return_to_master	return_to_master	WC1-fuzzy-followup		mapped
src/brains.c	2111	0040AC00	0044472C	defend_mission	defend_mission	WC1-fuzzy-followup		mapped
src/brains.c	2158	0040AD80	00444966	rendezvous_mission	rendezvous_mission	WC1-fuzzy-followup		mapped
src/brains.c	2192	0040AE80	00444ADC	ship_intelligence	ship_intelligence	WC1-fuzzy-followup		mapped
src/brains.c	2245	0040AF70	00444C80	orbit_sphere	orbit_sphere	WC1-fuzzy-followup		mapped
src/brains.c	2263	0040B010	00444D5C	tanker_intelligence	tanker_intelligence	WC1-fuzzy-very-low		mapped
src/brains.c	2286	0040B0C0	00444E51	destroyer_intelligence	destroyer_intelligence	WC1-callgraph-propagated		mapped
src/brains.c	2298	0040B110	00444EA7	stationary_intelligence	stationary_intelligence	WC1-manual-verified		mapped
src/brains.c	2318		00444F53	SpawnCapitalFlakProjectile	SpawnCapitalFlakProjectile	WC2-only		wc2-only
src/brains.c	2352		00445087	capital_ship_strike_mission	capital_ship_strike_mission	WC2-only		wc2-only
src/brains.c	2620	0040B140	00445AAC	capital_ship_intelligence	capital_ship_intelligence	WC1-manual-verified		mapped
src/brains.c	2698	0040B320	00445D9A	futurion_intelligence	futurion_intelligence	WC1-fuzzy-low		mapped
src/brains.c	2717	0040B3A0	00446474	mine_intelligence	mine_intelligence	WC1-fuzzy-low		mapped
src/brains.c	2739	0040B430	00445E68	heat_seeking_missile_intelligence	heat_seeking_missile_intelligence	WC1-callgraph-propagated		mapped
src/brains.c	2809	0040B570	00446133	FF_missile_intelligence	FF_missile_intelligence	WC1-callgraph-propagated		mapped
src/brains.c	2869		00446395	chaff_intelligence	chaff_intelligence	WC2-only		wc2-only
src/brains.c	2894	0040B670	0044B200	set_sphere_point	set_sphere_point	WC1-callgraph-propagated		mapped
src/brains.c	2911	0040B6A0	0044B239	is_alive	is_alive	WC1-order-exact		mapped
src/brains.c	2918	0040B700	0044B257	check_futurion	check_futurion	WC1-fuzzy-medium		mapped
src/brains.c	2927		0044B29D	ResetWeaponDisplayPositions	ResetWeaponDisplayPositions	WC2-only		wc2-only
src/brains.c	2937	0040B730	0044B2E2	init_mission	init_mission	WC1-callgraph-propagated		mapped
src/brains.c	2983		0044B48F	ApplyAlternateShipType	ApplyAlternateShipType	WC2-only		wc2-only
src/brains.c	3067		0044B83C	LoadAlternateShipType	LoadAlternateShipType	WC2-only		wc2-only
src/brains.c	3104		0044B981	RefreshObjectiveShipNavPoints	RefreshObjectiveShipNavPoints	WC2-only		wc2-only
src/brains.c	3133	0040B7A0	0044BA73	prepare_mission	prepare_mission	WC1-order-semantics-verified		mapped
src/brains.c	3207	0040B940	0044BCF7	release_all_capital_ship_shapes	release_all_capital_ship_shapes	WC1-manual-verified		mapped
src/brains.c	3223	0040B990	0044BD83	release_capital_ship_shapes	release_capital_ship_shapes	WC1-manual-verified		mapped
src/brains.c	3249		0044BE84	FindObjectResourceSlot	FindObjectResourceSlot	WC2-only		wc2-only
src/brains.c	3264	0040B9F0	0044BEE5	load_ship	load_ship	WC1-manual-verified		mapped
src/brains.c	3456	0040BC70	0044C796	free_ship	free_ship	WC1-manual-verified		mapped
src/brains.c	3555	0040BE20	0044CC84	free_all_slots	free_all_slots	WC1-manual-verified		mapped
src/brains.c	3567	0040BE60	0044CCE1	load_all_slots	load_all_slots	WC1-manual-verified		mapped
src/brains.c	3594	0040BEA0	0044CDCF	remove_nav_point_objects	remove_nav_point_objects	WC1-manual-verified		mapped
src/brains.c	3603	0040BEC0	0044CE0A	get_shape_slot	get_shape_slot	WC1-manual-verified		mapped
src/brains.c	3615	0040BEF0	0044CE68	shape_loaded	shape_loaded	WC1-manual-verified		mapped
src/brains.c	3627	0040BF20	0044CEC8	shape_needed	shape_needed	WC1-manual-verified		mapped
src/brains.c	3641	0040BF50	0044CF2D	new_sphere_shapes	new_sphere_shapes	WC1-manual-verified		mapped
src/brains.c	3684		0044D0C7	ProcessMissionWaveCommands	ProcessMissionWaveCommands	WC2-only		wc2-only
src/brains.c	3776	0040BFF0	0044D35D	set_up_action_sphere	set_up_action_sphere	WC1-manual-verified		mapped
src/brains.c	3869	0040C1C0	00434043	LoadSelectedPilotCampaign	get_pilot_talk	WC1-callgraph-propagated		mapped
src/brains.c	3903	0040C350	0044D72E	room_for_me	room_for_me	WC1-order-semantics-verified		mapped
src/brains.c	3926	0040C360	0044D81F	place_ship_near_player_until_valid	place_ship_near_player_until_valid	WC1-fuzzy-low		mapped
src/brains.c	3937	0040C3C0	0044D888	set_up_next_wave	set_up_next_wave	WC1-callgraph-propagated		mapped
src/brains.c	3975	0040C4A0	0044D9E2	sub_int_vector	sub_int_vector	WC1-manual-verified		mapped
src/brains.c	3985	0040C4E0	0044DA2F	set_formation_position	ScanTbl0046c97bFnC4E0	WC1-fuzzy-followup		mapped
src/brains.c	4016	0040C5E0	0044DB7E	Set_up_ship_info	SetTbl0059dd90FnC5E0	WC1-callgraph-propagated		mapped
src/brains.c	4109	0040C740	0044E028	is_team_member	is_team_member	WC1-order-semantics-verified		mapped
src/brains.c	4123	0040C780	0044E09C	find_next_ship_turn_slot	find_next_ship_turn_slot	WC1-order-semantics-verified		mapped
src/brains.c	4147	0040C800	0044E187	init_ship	GetTbl0046c96aFnC800	WC1-callgraph-propagated		mapped
src/brains.c	4207	0040C950	0044E44F	init_intelligence_data	DispatchTbl0059d4b0FnC950	WC1-callgraph-propagated		mapped
src/brains.c	4380	0040CAA0	0044F1F0	SampleBothJoysticks	HelperOf431A10A	WC1-callgraph-single		mapped
src/brains.c	4393	0040CAE0	0044F247	SampleJoystickDevice	SampleJoystickDevice	WC1-manual-verified		mapped
src/brains.c	4410	0040CB60	0044FA70	DrawNavTextLine	DrawNavTextLine	WC1-fuzzy-followup		mapped
src/brains.c	4435	0040CBB0	0044FADA	SetNavMapCoordinateScaling	SetNavMapCoordinateScaling	WC1-callgraph-propagated		mapped
src/brains.c	4441	0040CBC0	0044FAEF	ScaleNavMapMarkerSize	ScaleNavMapMarkerSize	WC1-manual-verified		mapped
src/brains.c	4447	0040CBE0	0044FB19	ScaleNavMapCoordinates	ScaleNavMapCoordinates	WC1-fuzzy-medium		mapped
src/brains.c	4456	0040CC30	0044FB68	nav_getxy	nav_getxy	WC1-fuzzy-low		mapped
src/brains.c	4468	0040CC80	0044FBC8	CheckPoint	CheckPoint	WC1-fuzzy-low		mapped
src/brains.c	4481	0040CCF0	0044FC37	IncludeNavMapWorldPoint	IncludeNavMapWorldPoint	WC1-fuzzy-followup		mapped
src/brains.c	4491	0040CD30	0044FC6D	SetScale	SetScale	WC1-fuzzy-followup		mapped
src/brains.c	4544	0040CED0	0044FE9F	Build_objective_list	Build_objective_list	WC1-fuzzy-very-low		mapped
src/cdrom.c	9	004031C0	00456123	LocateStreamsDirOnDisc	LocateStreamsDirOnDisc	WC1-callgraph-transfer		mapped
src/cdrom.c	43	00403290	00456236	FindCdRomDriveByVolumeLabel	FindCdRomDriveByVolumeLabel	WC1-fuzzy-medium		mapped
src/cdrom.c	90	004033E0	004563A3	SetCurrentDirOnDrive	SetCurrentDirOnDrive	WC1-fuzzy-medium		mapped
src/cdrom.c	106	00403450	00456443	PromptInsertCorrectCd	PromptInsertCorrectCd	WC1-auto-vt		mapped
src/cdrom.c	127	004034D0	0045A010	OpenDataFileOrDie	OpenDataFileOrDie	WC1-auto-vt		mapped
src/cmpgn.c	72		0044EA50	ClearTransientObjectsForEjection	ClearTransientObjectsForEjection	WC2-only		wc2-only
src/cmpgn.c	107		0044EB4E	FlagCurrentNavObjectivesReached	FlagCurrentNavObjectivesReached	WC2-only		wc2-only
src/cmpgn.c	123	004046A0	0044EBCA	ejection_sequence	ejection_sequence	WC1-callgraph-propagated		mapped
src/cmpgn.c	257		004098F2	RunCampaignContinuePromptLoop	RunCampaignContinuePromptLoop	WC2-only		wc2-only
src/cmpgn.c	285		004099A8	PromptToContinueCampaign	PromptToContinueCampaign	WC2-only		wc2-only
src/cmpgn.c	340		00424E8C	MarkPilotDead	MarkPilotDead	WC2-only		wc2-only
src/cmpgn.c	346		00424EA7	clean_up_cockpit	clean_up_cockpit	WC2-only		wc2-only
src/cmpgn.c	360		004251F2	CompleteStarSystemJump	CompleteStarSystemJump	WC2-only		wc2-only
src/cmpgn.c	436		00409B80	ReleaseSpaceflightResources	ReleaseSpaceflightResources	WC2-only		wc2-only
src/cmpgn.c	458	004059B0	004401C0	LoadMissionData	LoadMissionData	WC2-manual-verified		mapped
src/cmpgn.c	520	00405CC0	0042ECCB	UpdateMap	UpdateMap	function order; parameter shape; unique BriefingMap_DisplayMap caller; scanner helper anchors; assembly control flow		mapped
src/cockpt.c	97	00413A10	00420340	EmitTextString	EmitTextString	WC1-manual-verified		mapped
src/cockpt.c	109	00413A40	00420378	FormatTextTokens	FormatTextTokens	WC1-auto-vt		mapped
src/cockpt.c	261	00413C40	0042067F	DrawFormattedText	DrawFormattedText	manual-verified		mapped
src/cockpt.c	289	00413C70	004206F2	FormatTextBufferFromStart	FormatTextBufferFromStart	WC1-manual-verified		mapped
src/cockpt.c	311	00413CB0	0042075F	AppendFormattedText	AppendFormattedText	WC1-manual-verified		mapped
src/cockpt.c	329		00438020	ShowPlayerEjectionSequence	ShowPlayerEjectionSequence	WC2-only		wc2-only
src/cockpt.c	343		00438080	ShowPlayerStrandingSequence	ShowPlayerStrandingSequence	WC2-only		wc2-only
src/cockpt.c	349	00413CE0	004380B0	FatalErrorAndExit	HelperOf428F80A	WC1-auto-vt		mapped
src/cockpt.c	361	00413D20	004380FD	IsCockpitExplosionActive	IsCockpitExplosionActive	WC1-manual-verified		mapped
src/cockpt.c	367	00413D40	00438129	EraseCockpitReadoutRegion	EraseCockpitReadoutRegion	WC1-fuzzy-medium		mapped
src/cockpt.c	384	00413DA0	00438194	vdu_polygon	vdu_polygon	WC1-fuzzy-very-low		mapped
src/cockpt.c	463	00413F70	00438454	InitializeCockpitReadout	InitializeCockpitReadout	WC1-callgraph-propagated		mapped
src/cockpt.c	474	00413FB0	004384AD	DrawCockpitReadout	DrawCockpitReadout	WC1-fuzzy-followup		mapped
src/cockpt.c	499	004140A0	004385B3	DrawHudMessageSlot	DrawHudMessageSlot	WC1-fuzzy-very-low		mapped
src/cockpt.c	533	00414180	00438711	ClearHudMessageSlot	ClearHudMessageSlot	WC1-order-exact		mapped
src/cockpt.c	549	004141B0	004387A7	ClearHudMessageIfMatching	ClearHudMessageIfMatching	WC1-fuzzy-followup		mapped
src/cockpt.c	556	004141D0	004387CD	ClearHudGunReadouts	ClearHudGunReadouts	WC1-manual-verified		mapped
src/cockpt.c	565	004141F0	004387FA	SetHudMessageSlot	SetHudMessageSlot	WC1-manual-verified		mapped
src/cockpt.c	581	00414240	00438864	UpdateMessage	UpdateMessage	WC1-fuzzy-low		mapped
src/cockpt.c	593	00414270	004388B6	set_global_message	set_global_message	WC1-manual-verified		mapped
src/cockpt.c	603	004142B0	004388F5	CockpitMessage	CockpitMessage	WC1-manual-verified		mapped
src/cockpt.c	611	004142E0	0043893F	remove_message	remove_message	WC1-callgraph-propagated		mapped
src/cockpt.c	617	00414300	0043895F	kilrathi_near	kilrathi_near	WC1-fuzzy-very-low		mapped
src/cockpt.c	633		004389FE	IsMissionObjectiveOutOfSystem	IsMissionObjectiveOutOfSystem	WC2-only		wc2-only
src/cockpt.c	661	00414380	00438ADD	auto_pilot_valid	auto_pilot_valid	WC1-callgraph-propagated		mapped
src/cockpt.c	711	00414410	00438CEB	reset_cockpit	reset_cockpit	WC1-manual-verified		mapped
src/cockpt.c	722	00414440	00438D30	SetCockpitLightBlink	SetCockpitLightBlink	WC1-fuzzy-medium		mapped
src/cockpt.c	736	00414490	00438DAD	draw_cockpit_lights	draw_cockpit_lights	WC1-fuzzy-very-low		mapped
src/cockpt.c	778	004145B0	00438F62	update_lights	update_lights	WC1-fuzzy-low		mapped
src/cockpt.c	810	00414690	00439076	update_bars	update_bars	WC1-fuzzy-followup		mapped
src/cockpt.c	853	004147E0	00439264	get_mode	get_mode	WC1-callgraph-propagated		mapped
src/cockpt.c	869	00414800	0043928E	set_mode	set_mode	WC1-manual-verified		mapped
src/cockpt.c	879	00414850	004392F1	SetVduModeIfChanged	SetVduModeIfChanged	WC1-manual-verified		mapped
src/cockpt.c	890	00414890	0043934D	GetVduModeStackDepth	GetVduModeStackDepth	WC1-callgraph-single-low		mapped
src/cockpt.c	896	004148A0	00439369	push_mode	push_mode	WC1-manual-verified		mapped
src/cockpt.c	912	004148E0	004393B3	pop_mode	pop_mode	WC1-manual-verified		mapped
src/cockpt.c	919	00414910	004393E1	set_new_vdu	set_new_vdu	WC1-fuzzy-followup		mapped
src/cockpt.c	941	00414980	004394A0	update_vid_disp	update_vid_disp	WC1-manual-verified		mapped
src/cockpt.c	953	004149C0	00439500	InvalidateVduMode	DebugNoBodyStub	WC1-callgraph-propagated		mapped
src/cockpt.c	959	004149E0	0043951A	clear_message_time	clear_message_time	WC1-manual-verified		mapped
src/cockpt.c	965	004149F0	0043952E	message_showing	GetCombatFn49F0	WC1-callgraph-propagated		mapped
src/cockpt.c	971	00414A10	00439559	set_message_time	set_message_time	WC1-manual-verified		mapped
src/cockpt.c	979	00414A20	00439588	check_message	GetCombatFn4A20	WC1-callgraph-propagated		mapped
src/cockpt.c	1024	00414A50	004396BF	update_digital_readouts	update_digital_readouts	WC1-fuzzy-medium		mapped
src/cockpt.c	1041	00414AE0	00439753	malf_sound	malf_sound	WC1-callgraph-propagated		mapped
src/cockpt.c	1050	00414AF0	00439789	malf	malf	WC1-fuzzy-followup		mapped
src/cockpt.c	1058	00414B20	004397D5	vdu_malf	vdu_malf	WC1-manual-verified		mapped
src/cockpt.c	1069	00414B70	0043984F	ShowComponentHitHudMessage	ShowComponentHitHudMessage	WC1-fuzzy-medium		mapped
src/cockpt.c	1085	00414BF0	004398CB	damage_your_component	damage_your_component	WC1-fuzzy-medium		mapped
src/cockpt.c	1107	00414CB0	004399C6	RemovePlayerReleaseWeapon	RemovePlayerReleaseWeapon	WC1-fuzzy-low		mapped
src/cockpt.c	1127	00414D50	00439A5A	fire_computer_graphic_missile	fire_computer_graphic_missile	WC1-fuzzy-low		mapped
src/cockpt.c	1174	00414EA0	00439BB7	show_weapon_disp	show_weapon_disp	WC1-callgraph-propagated		mapped
src/cockpt.c	1313	00415040	00439F5F	update_status_text	update_status_text	WC1-order-exact		mapped
src/cockpt.c	1393	00415050	0043A1EB	sighted	sighted	WC1-manual-verified		mapped
src/cockpt.c	1399	00415070	0043A21E	visited	visited	WC1-manual-verified		mapped
src/cockpt.c	1405	00415090	0043A251	achieved	achieved	WC1-order-exact		mapped
src/cockpt.c	1412	004150B0	0043A29E	flag_objective	flag_objective	WC1-order-exact		mapped
src/cockpt.c	1418	004150D0	0043A2CD	DrawCalculatingLabel	DrawCalculatingLabel	WC1-fuzzy-followup		mapped
src/cockpt.c	1439	00415130	0043A374	objective_name	objective_name	WC1-fuzzy-very-low		mapped
src/cockpt.c	1450	00415180	0043A3F8	show_navigation_disp	show_navigation_disp	WC1-fuzzy-very-low		mapped
src/cockpt.c	1463	004151F0	0043A474	hidden_objective	hidden_objective	WC1-callgraph-propagated		mapped
src/cockpt.c	1529	004152C0	0043A75E	set_new_objective	set_new_objective	WC1-callgraph-propagated		mapped
src/cockpt.c	1557	00415370	0043A851	cycle_next_objective	cycle_next_objective	WC1-fuzzy-low		mapped
src/cockpt.c	1578	004153D0	0043A8EA	set_next_destination	set_next_destination	WC1-order-exact		mapped
src/cockpt.c	1604	00415470	0043A9D7	LocateMobileObjective	LocateMobileObjective	WC1-callgraph-propagated		mapped
src/cockpt.c	1617	004154C0	0043AA3F	is_any_ship_returning_to_current_nav_point	is_any_ship_returning_to_current_nav_point	WC1-order-exact		mapped
src/cockpt.c	1631	00415510	0043AAC3	escorting_a_ship	escorting_a_ship	WC1-callgraph-single-low		mapped
src/cockpt.c	1641	00415530	0043AAFF	flag_reached	flag_reached	WC1-fuzzy-followup		mapped
src/cockpt.c	1698	004156D0	0043AD61	check_sighting	check_sighting	WC1-fuzzy-very-low		mapped
src/cockpt.c	1707	00415720	0043ADC4	check_visit	check_visit	WC1-fuzzy-very-low		mapped
src/cockpt.c	1721	00415770	0043AE2F	update_objective_location	update_objective_location	WC1-callgraph-propagated		mapped
src/cockpt.c	1758	00415850	0043AFD3	objective_lost	objective_lost	WC1-manual-verified		mapped
src/cockpt.c	1776	004158A0	0043B089	check_objectives	check_objectives	WC1-fuzzy-low		mapped
src/cockpt.c	1790	004158F0	0043B0EB	rotational_pos_to_scanner_pos	rotational_pos_to_scanner_pos	WC1-fuzzy-low		mapped
src/cockpt.c	1818	00415A30	0043B1F0	mobile_objective	mobile_objective	WC1-manual-verified		mapped
src/cockpt.c	1828	00415A70	0043B258	ResetScannerContacts	ResetScannerContacts	WC1-manual-verified		mapped
src/cockpt.c	1838	00415A90	0043B29D	clear_head_up_display	clear_head_up_display	WC1-fuzzy-very-low		mapped
src/cockpt.c	1895	00415B70	0043B4CF	set_objective_range	set_objective_range	WC1-fuzzy-followup		mapped
