# version=1
# source_sha256=d517169e57f1d6254682c03dec5c254b5101ccd787d191f639b0cac1e8a616c4
# destination_sha256=f5e133e8eca8eb1a02e21a7d1afbb44d082e384a38d39db58a694371fa583bbe
# rows=1280
source_address	destination_address	function_name	evidence	review_flags	similarity	confidence	association_votes	source_length	destination_length	source_callers	destination_callers	source_callees	destination_callees	correlator	audit_comment
00439c88	00402484	SetRasterClipPixel	WC1-auto-vt		1.0	10.0	1	219	219	DrawViewportPixel@00441b20	DrawViewportPixel@00427179			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from SetRasterClipPixel @00439c88; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
00439d63	0040255f	ReadRasterClipPixel	WC1-auto-vt		1.0	10.0	1	214	214	GetViewportPixel@00441b60	GetViewportPixel@004271d2			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from ReadRasterClipPixel @00439d63; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
00439e39	00402635	DrawClippedLine	WC1-auto-vt		1.0	10.0	2	2562	2562	DrawRasterEllipse@0043ce80|FillRasterEllipse@0043d1c1|DrawViewportLine@00441ba0|DrawFilledViewportRect@00441c70|DrawViewportBorder@00441cf0	DrawRasterEllipse@0040567c|FillRasterEllipse@004059bd|DrawFilledViewportRect@0042722e|FUN_00427e1b@00427e1b|DrawViewportBorder@00427ec8			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from DrawClippedLine @00439e39; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043a83b	00403037	FillRasterClipCheckerboard	WC1-auto-vt		1.0	10.0	0	302	302					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from FillRasterClipCheckerboard @0043a83b; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043a974	00403170	DrawRLEImage	WC1-auto-vt		1.0	230.461	1	1017	1017	RotateRLEImage@0043b469	RotateRLEImage@00403c65	DrawRLEImageUnclipped@0043ad78	DrawRLEImageUnclipped@00403574	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from DrawRLEImage @0043a974; similarity=1.0, confidence=230.461, correlator=Combined Function and Data Reference Match
0043ad78	00403574	DrawRLEImageUnclipped	WC1-auto-vt		1.0	10.0	1	199	199	DrawRLEImage@0043a974	DrawRLEImage@00403170			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from DrawRLEImageUnclipped @0043ad78; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043ae3f	0040363b	SetPaletteTranslationTable	WC1-fuzzy-medium		0.807	0.998	0	31	31	SetSolidColourTranslation@00440d10	SetSolidColourTranslation@00425bbf			Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0043ae3f; structural=0.8075, composite=0.9975, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
0043ae5e	0040365a	DrawRLEImageColor	WC1-auto-vt		1.0	10.0	1	1229	1229	RotateRLEImage@0043b469	RotateRLEImage@00403c65	DrawRLEImageColorUnclipped@0043b336	DrawRLEImageColorUnclipped@00403b32	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from DrawRLEImageColor @0043ae5e; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043b336	00403b32	DrawRLEImageColorUnclipped	WC1-auto-vt		1.0	10.0	1	307	307	DrawRLEImageColor@0043ae5e	DrawRLEImageColor@0040365a			Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from DrawRLEImageColorUnclipped @0043b336; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043b469	00403c65	RotateRLEImage	WC1-auto-vt		1.0	10.0	0	2988	2988	DrawSpriteTransformed@00440fe0	DrawSpriteTransformed@00425fb4	DrawRLEImage@0043a974|DrawRLEImageColor@0043ae5e|FillRasterClip@0043c808|TransformRLEPoint@0043e3b1|GetRLEImageSize@0043ef20|GetRLEImageOrigin@0043ef54	DrawRLEImage@00403170|DrawRLEImageColor@0040365a|FillRasterClip@00405004|TransformRLEPoint@00406bad|GetRLEImageSize@0040771c|GetRLEImageOrigin@00407750	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from RotateRLEImage @0043b469; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043c015	00404811	GetRLEFrameBounds	WC1-auto-vt		1.0	10.0	0	376	376					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRLEFrameBounds @0043c015; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043c18d	00404989	EncodeRasterClipToRLEFrame	WC1-auto-vt		1.0	10.0	0	643	643			EncodeRLEScanline@0043c4a2	EncodeRLEScanline@00404c9e	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from EncodeRasterClipToRLEFrame @0043c18d; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043c410	00404c0c	TranslateRLEFramePalette	WC1-auto-vt		1.0	10.0	0	146	146					Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from TranslateRLEFramePalette @0043c410; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043c4a2	00404c9e	EncodeRLEScanline	WC1-auto-vt		1.0	10.0	1	393	393	EncodeRasterClipToRLEFrame@0043c18d	EncodeRasterClipToRLEFrame@00404989	EmitRLEScanlineRun@0043c62b	EmitRLEScanlineRun@00404e27	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from EncodeRLEScanline @0043c4a2; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043c62b	00404e27	EmitRLEScanlineRun	WC1-auto-vt		1.0	10.0	1	477	477	EncodeRLEScanline@0043c4a2	EncodeRLEScanline@00404c9e			Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from EmitRLEScanlineRun @0043c62b; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043c808	00405004	FillRasterClip	WC1-auto-vt		1.0	10.0	2	223	223	RotateRLEImage@0043b469|ScrollRasterClipWrapped@0043cc83|ClearViewport@00441ae0	RotateRLEImage@00403c65|ScrollRasterClipWrapped@0040547f|ClearViewport@00427123			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from FillRasterClip @0043c808; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043c8e7	004050e3	BlitRasterClip	WC1-auto-vt		1.0	10.0	1	924	924	ScrollRasterClipWrapped@0043cc83|CopyViewportContents@00441a90	ScrollRasterClipWrapped@0040547f|CopyViewportContents@00427047			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from BlitRasterClip @0043c8e7; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043cc83	0040547f	ScrollRasterClipWrapped	WC1-auto-vt		1.0	10.0	0	509	509			FillRasterClip@0043c808|BlitRasterClip@0043c8e7	FillRasterClip@00405004|BlitRasterClip@004050e3	Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from ScrollRasterClipWrapped @0043cc83; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043ce80	0040567c	DrawRasterEllipse	WC1-auto-vt		1.0	10.0	0	833	833	DrawViewportEllipse@00441dd0|DrawViewportEllipseShadow@00441e70	DrawViewportEllipse@00428023|DrawViewportEllipseShadow@004280fb	DrawClippedLine@00439e39	DrawClippedLine@00402635	Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from DrawRasterEllipse @0043ce80; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043d1c1	004059bd	FillRasterEllipse	WC1-auto-vt		1.0	10.0	0	766	766	FillViewportEllipse@00441e20	FillViewportEllipse@0042808f	DrawClippedLine@00439e39	DrawClippedLine@00402635	Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from FillRasterEllipse @0043d1c1; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043e2d3	00406acf	GetRLETransformTrig	WC1-auto-vt		1.0	10.0	1	184	184	TransformRLEPoint@0043e3b1	TransformRLEPoint@00406bad			Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from GetRLETransformTrig @0043e2d3; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043e38b	00406b87	CalculateRoundedRLEFixedProduct	WC1-auto-vt		1.0	10.0	0	38	38					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from CalculateRoundedRLEFixedProduct @0043e38b; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043e3b1	00406bad	TransformRLEPoint	WC1-auto-vt		1.0	153.64	1	199	199	RotateRLEImage@0043b469	RotateRLEImage@00403c65	GetRLETransformTrig@0043e2d3	GetRLETransformTrig@00406acf	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from TransformRLEPoint @0043e3b1; similarity=1.0, confidence=153.64, correlator=Combined Function and Data Reference Match
0043e478	00406c74	GetRawImageHeight	WC1-auto-vt		1.0	10.0	0	19	19					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRawImageHeight @0043e478; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043e48b	00406c87	GetRawFrameWidth	WC1-auto-vt		1.0	10.0	0	32	32					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRawFrameWidth @0043e48b; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043e4ab	00406ca7	BlitRawFrame	WC1-auto-vt		1.0	10.0	1	403	403	BlitSelectedRawFrames@0043e63e	BlitSelectedRawFrames@00406e3a			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from BlitRawFrame @0043e4ab; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043e63e	00406e3a	BlitSelectedRawFrames	WC1-auto-vt		1.0	230.461	0	55	55			BlitRawFrame@0043e4ab	BlitRawFrame@00406ca7	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from BlitSelectedRawFrames @0043e63e; similarity=1.0, confidence=230.461, correlator=Combined Function and Data Reference Match
0043e675	00406e71	BlitRawScanline	WC1-auto-vt		1.0	10.0	3	259	259	DecodeIFFImage@0043e7c6|DecodePCXImage@0043e9eb|EmitGIFDecodedPixel@0043ebac	DecodeIFFImage@00406fc2|DecodePCXImage@004071e7|EmitGIFDecodedPixel@004073a8			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from BlitRawScanline @0043e675; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043e784	00406f80	FindIFFChunkData	WC1-auto-vt		1.0	10.0	3	66	66	DecodeIFFImage@0043e7c6|CopyILBMPalette@0043e98d|GetILBMImageSize@0043e9be	DecodeIFFImage@00406fc2|CopyILBMPalette@00407189|GetILBMImageSize@004071ba			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from FindIFFChunkData @0043e784; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043e7c6	00406fc2	DecodeIFFImage	WC1-auto-vt		1.0	10.0	0	455	455			BlitRawScanline@0043e675|FindIFFChunkData@0043e784	BlitRawScanline@00406e71|FindIFFChunkData@00406f80	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from DecodeIFFImage @0043e7c6; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043e98d	00407189	CopyILBMPalette	WC1-auto-vt		1.0	10.0	0	49	49			FindIFFChunkData@0043e784	FindIFFChunkData@00406f80	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from CopyILBMPalette @0043e98d; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043e9be	004071ba	GetILBMImageSize	WC1-auto-vt		1.0	10.0	0	45	45			FindIFFChunkData@0043e784	FindIFFChunkData@00406f80	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from GetILBMImageSize @0043e9be; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043e9eb	004071e7	DecodePCXImage	WC1-auto-vt		1.0	10.0	0	130	130			BlitRawScanline@0043e675	BlitRawScanline@00406e71	Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from DecodePCXImage @0043e9eb; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043ea6d	00407269	CopyPCXPaletteFromFileTail	WC1-auto-vt		1.0	10.0	0	43	43					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from CopyPCXPaletteFromFileTail @0043ea6d; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043ea98	00407294	GetPCXImageSize	WC1-auto-vt		1.0	10.0	0	39	39					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetPCXImageSize @0043ea98; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043eabf	004072bb	ResetGIFLZWDictionary	WC1-auto-vt		1.0	10.0	1	72	72	ExpandGIFLZWImage@0043ec29	ExpandGIFLZWImage@00407425			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from ResetGIFLZWDictionary @0043eabf; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043eb07	00407303	ReadGIFDataSubBlockByte	WC1-auto-vt		1.0	10.0	1	25	25	ReadGIFLZWCode@0043eb20	ReadGIFLZWCode@0040731c			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from ReadGIFDataSubBlockByte @0043eb07; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043eb20	0040731c	ReadGIFLZWCode	WC1-auto-vt		1.0	307.281	1	70	70	ExpandGIFLZWImage@0043ec29	ExpandGIFLZWImage@00407425	ReadGIFDataSubBlockByte@0043eb07	ReadGIFDataSubBlockByte@00407303	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from ReadGIFLZWCode @0043eb20; similarity=1.0, confidence=307.281, correlator=Combined Function and Data Reference Match
0043eb66	00407362	AppendGIFLZWDictionaryEntry	WC1-auto-vt		1.0	10.0	1	70	70	ExpandGIFLZWImage@0043ec29	ExpandGIFLZWImage@00407425			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from AppendGIFLZWDictionaryEntry @0043eb66; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043ebac	004073a8	EmitGIFDecodedPixel	WC1-auto-vt		0.952	274.322	1	125	125	ExpandGIFLZWImage@0043ec29	ExpandGIFLZWImage@00407425	BlitRawScanline@0043e675	BlitRawScanline@00406e71	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from EmitGIFDecodedPixel @0043ebac; similarity=0.952, confidence=274.322, correlator=Combined Function and Data Reference Match
0043ec29	00407425	ExpandGIFLZWImage	WC1-auto-vt		0.991	768.202	0	537	537			ResetGIFLZWDictionary@0043eabf|ReadGIFLZWCode@0043eb20|AppendGIFLZWDictionaryEntry@0043eb66|EmitGIFDecodedPixel@0043ebac	ResetGIFLZWDictionary@004072bb|ReadGIFLZWCode@0040731c|AppendGIFLZWDictionaryEntry@00407362|EmitGIFDecodedPixel@004073a8	Combined Function and Data Reference Match	[WC1 transfer] WC1-auto-vt from ExpandGIFLZWImage @0043ec29; similarity=0.991, confidence=768.202, correlator=Combined Function and Data Reference Match
0043ee42	0040763e	CopyGIFPalette	WC1-auto-vt		1.0	10.0	0	97	97					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from CopyGIFPalette @0043ee42; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043eea3	0040769f	GetGIFImageSize	WC1-auto-vt		1.0	10.0	0	56	56					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetGIFImageSize @0043eea3; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043eedb	004076d7	GetRLEFrameDimensions	WC1-auto-vt		1.0	10.0	0	34	34					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRLEFrameDimensions @0043eedb; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043eefd	004076f9	GetRLEFrameExtents	WC1-auto-vt		1.0	10.0	0	35	35					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRLEFrameExtents @0043eefd; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043ef20	0040771c	GetRLEImageSize	WC1-auto-vt		1.0	10.0	1	52	52	RotateRLEImage@0043b469	RotateRLEImage@00403c65			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRLEImageSize @0043ef20; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043ef54	00407750	GetRLEImageOrigin	WC1-auto-vt		1.0	10.0	1	42	42	RotateRLEImage@0043b469	RotateRLEImage@00403c65			Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRLEImageOrigin @0043ef54; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043ef7e	0040777a	ApplyRLEFramePalette	WC1-auto-vt		1.0	10.0	0	75	75					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from ApplyRLEFramePalette @0043ef7e; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043efc9	004077c5	CopyRLEFramePalette	WC1-auto-vt		1.0	10.0	0	72	72					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from CopyRLEFramePalette @0043efc9; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043f011	0040780d	SetRLEFramePalette	WC1-auto-vt		1.0	10.0	0	74	74					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from SetRLEFramePalette @0043f011; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043f05b	00407857	GetRLEFrameCount	WC1-auto-vt		1.0	10.0	0	19	19					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from GetRLEFrameCount @0043f05b; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043f06e	0040786a	CollectUniqueRLEImageFrames	WC1-auto-vt		1.0	10.0	0	98	98					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from CollectUniqueRLEImageFrames @0043f06e; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043f0d0	004078cc	CollectUniqueRLEPaletteFrames	WC1-auto-vt		1.0	10.0	0	98	98					Exact Function Bytes Match	[WC1 transfer] WC1-auto-vt from CollectUniqueRLEPaletteFrames @0043f0d0; similarity=1.0, confidence=10.0, correlator=Exact Function Bytes Match
0043f425	00407c21	FadeRasterPaletteToPalette	WC1-auto-vt		1.0	10.0	0	388	388					Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from FadeRasterPaletteToPalette @0043f425; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0043f5a9	00407da5	CollectRasterClipColours	WC1-auto-vt		1.0	10.0	0	141	141					Exact Function Instructions Match	[WC1 transfer] WC1-auto-vt from CollectRasterClipColours @0043f5a9; similarity=1.0, confidence=10.0, correlator=Exact Function Instructions Match
0041dba0	00409120	WaitForSceneAdvance	WC1-fuzzy-very-low		0.452	0.472	0	172	334	LongTalk@00405290|UpdateMap@00405cc0|CloseLook@00405de0|SoundUiFn8200@00408200|landing@00408650|ShowMeanwhileTransition@00425770|ShowCampaignVictorySequence@0042fc00|DrawMedalChest@004370d0|DrawMedalLongShot@00437250|MedalEstablish@004373e0|PinMedal@004374b0|EstablishingShot@00437770|ReturnToBriefingLongShot@00437980|Dismissed@00437b80|DebriefingEstablishingShot@00437f20|DrawFuneralLongShot@00439220	BarracksScreen@00419831	CheckEscaped@0041da10|PollInputEvent@00435cc0|FlushInputEvents@00435db0|ForwardSetMultimediaTimerCallbackv1@00436210|IsFrameTickElapsed@00436240|ClearInputKeyStatePreservingModifiers@004363a0	FormatTextBufferFromStart@0040d6b0|FUN_0040d812@0040d812|FUN_0040e130@0040e130	Manual Match	[WC1 transfer] WC1-fuzzy-very-low from WaitForSceneAdvance @0041dba0; structural=0.4518, composite=0.4718, graph=0/0, candidates=2
004094e0	00409c1a	RunCampaignGameLoop	WC2-manual-verified				0	368	349					Manual Match	[WC2 reconstruction] Retail campaign controller replaces the WC1 animation-demo dispatcher; destination verified from RunSelectedCampaign at 0x0040A2A3.
0042afb0	0040a2d0	FrameTimerCallback	WC1-order-exact				0							Manual Match	[WC1 transfer] Target is the five-argument multimedia timer callback: it clears the frame-tick flag and returns with RET 0x14 WC1 0x42AFB0 -> WC2 0x40A2D0 (FrameTimerCallback).
0042afc0	0040a2e7	SetMultimediaTimerCallback	WC1-fuzzy-medium		0.788	0.979	0	132	178	CallThrough42AFC0@004361e0|ForwardSetMultimediaTimerCallbackv1@00436210	CallThrough42AFC0@00464009|ForwardSetMultimediaTimerCallbackv1@0046403d	timeKillEvent@EXTERNAL:0000008a|timeSetEvent@EXTERNAL:0000008b	timeSetEvent@EXTERNAL:00000002|timeKillEvent@EXTERNAL:00000003	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 0042afc0; structural=0.7885, composite=0.9785, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=medium. Verify manually.
004181c0	0040a3a0	get_ship_max_velocity	WC1-manual-verified				0							Manual Match	[WC1 transfer] recalc_max_velocity directly calls 0x40A3A0, whose object-type lookup and velocity adjustment body matches; 0x428E5C is an unrelated mission-record predicate and 0x428EDC builds a different data record. WC1 0x4181C0 -> WC2 0x40A3A0 (get_ship_max_velocity).
00418210	0040a481	recalc_max_velocity	WC1-fuzzy-low		0.537	0.727	0	98	156	drain_fuel@00418280|damage_ion_drive@004182b0|set_objects_data@0041e120	SetHudMessageSlot@0040a51d|rnd_aim@0040a556|set_objects_data@00410999|FUN_004404cc@004404cc|FUN_0044b48f@0044b48f|SetTbl0059dd90FnC5E0@0044db7e	get_ship_max_velocity@004181c0|celerate@0041e710	get_facing_range_from_object@0040a3a0|celerate@004117ac	Manual Match	[WC1 transfer] Fuzzy structural match from WC1 00418210; structural=0.5369, composite=0.7269, graphSupport=0, graphConflicts=0, targetCollisions=1, confidence=low. Verify manually.
00418280	0040a51d	drain_fuel	WC1-order-semantics-verified				0							Manual Match	[WC1 transfer] Exact preserved bodies within ordered compilation-unit gaps; target data effects and signatures were manually verified. WC1 0x418280 -> WC2 0x40A51D (drain_fuel).
004182b0	0040a556	damage_ion_drive	WC1-order-semantics-verified				0							Manual Match	[WC1 transfer] Preserved compilation-unit order, matching parameters, globals, control flow, and surrounding calls. WC1 0x4182B0 -> WC2 0x40A556 (damage_ion_drive).
