source_file	source_name	mapping_name	wc1_address	wc2_address	evidence	review_flags	binary_similarity	similarity_band
src/eventmgr.c	ResumeMouseCursorHook	ResumeMouseCursor	004360D0	0046396C	WC1-order-semantics-verified		83.33	50to90
src/dib.c	DIBupdate	DIBupdate	00432C60	0045E060	WC1-fuzzy-followup		83.69	50to90
src/smart.c	process_maneuver_node	process_maneuver_node		0041F9AF	WC2-only		83.73	50to90
src/disk.c	new_object	new_object	0041DF70	004105BF	WC1-callgraph-propagated		83.78	50to90
src/system.c	ReportFatalErrorCode	ReportFatalErrorCode		00437A44	WC2-only		83.78	50to90
src/nav.c	PurgeNearHeapBlocks	PurgeNearHeapBlocks	0040E950	004208FC	WC1-fuzzy-low		83.87	50to90
src/brains.c	Mzip_past	Mzip_past	00406D80	00441742	WC1-manual-verified		84.21	50to90
src/disk.c	SkipCutsceneChunk	SkipCutsceneChunk		0040D88E	WC2-only		84.38	50to90
src/cockpt.c	mobile_objective	mobile_objective	00415A30	0043B1F0	WC1-manual-verified		84.38	50to90
src/logic.c	in_danger	in_danger	00423350	0042ACAF	WC1-callgraph-propagated		84.51	50to90
src/killbrd.c	RunTitleScreen	RunTitleScreen		00418FFC	WC2-only		84.62	50to90
src/eventmgr.c	EnableMouseCursorDrawing	EnableMouseCursorDrawing		00463BA1	WC2-only		84.62	50to90
src/disk.c	FlushPendingInputPresses	FlushPendingInputPresses		0040F9F7	WC2-only		85.00	50to90
src/cockpt.c	EmitTextString	EmitTextString	00413A10	00420340	WC1-manual-verified		85.19	50to90
src/nav.c	NavMapLabelPositionAvailable	NavMapLabelPositionAvailable	0040D120	00450210	WC1-fuzzy-followup		85.19	50to90
src/mathfp.c	MultiplyFixed	MultiplyFixed	00434D80	004619E2	WC1-callgraph-propagated		85.19	50to90
src/spc.c	SetFleetOverviewView	LoopUiFn0740	00410740	0044ADE0	WC1-fuzzy-very-low		85.27	50to90
src/cockpt.c	check_visit	check_visit	00415720	0043ADC4	WC1-fuzzy-very-low		85.29	50to90
src/screens.c	ExpandCutsceneText	ExpandCutsceneText		0042DF80	WC2-only		85.71	50to90
src/cockpt.c	escorting_a_ship	escorting_a_ship	00415510	0043AAC3	WC1-callgraph-single-low		85.71	50to90
src/brains.c	prepare_mission	prepare_mission	0040B7A0	0044BA73	WC1-order-semantics-verified		85.71	50to90
src/music.c	CalcRectangleArea	CalcRectangleArea	0042E050	0045CA80	WC1-fuzzy-followup		85.71	50to90
src/logic.c	build_squad_list	build_squad_list	00422A70	0042A28E	WC1-order-callgraph-verified		86.11	50to90
src/brains.c	DrawNavTextLine	DrawNavTextLine	0040CB60	0044FA70	WC1-fuzzy-followup		86.11	50to90
src/music.c	IsSpriteFrameOverlappingRect	IsSpriteFrameOverlappingRect		0046505E	WC2-only		86.14	50to90
src/geom.c	remove_object	remove_object	00419BD0	0040C2C9	WC1-fuzzy-followup		86.21	50to90
src/cockpt.c	objective_name	objective_name	00415130	0043A374	WC1-fuzzy-very-low		86.49	50to90
src/screens.c	LinkCutsceneSpriteScript	LinkCutsceneSpriteScript		0042D98C	WC2-only		86.54	50to90
src/auto.c	auto_pilot_sequence	auto_pilot_sequence	00404050	00422B1C	WC1-callgraph-propagated		86.57	50to90
src/smart.c	control_speed	control_speed	00434040	0041ECEF	WC1-fuzzy-followup		86.67	50to90
src/sound.c	playWAVE	playWAVE	0042B4A0	0042418C	WC1-fuzzy-followup		86.70	50to90
src/disk.c	match_rotation_goal	DoLocalFnE400	0041E400	00411172	WC1-fuzzy-very-low		86.79	50to90
src/music.c	OpenPacketSection	OpenPacketSection	0042D730	0044F010	WC1-fuzzy-followup		86.86	50to90
src/eventmgr.c	GetNextInputEvent	GetNextInputEvent	004359C0	00462DFC	WC1-manual-verified		86.89	50to90
src/mathutil.c	FreePacketAndClear	FreePacketAndClear	0041D100	0040F0A4	WC1-callgraph-propagated		86.96	50to90
src/disk.c	approach_speed	approach_speed	0041E750	0041181D	WC1-fuzzy-low		87.04	50to90
src/brains.c	approach_and_engage	approach_and_engage	0040A9B0	00444291	WC1-fuzzy-followup		87.07	50to90
src/hudmsg.c	select_new_gun	select_new_gun	0042AE10	0046166D	WC1-fuzzy-low		87.10	50to90
src/logic.c	find_squad_center	find_squad_center	00422AC0	0042A313	WC1-order-callgraph-verified		87.23	50to90
src/disk.c	ReleaseCutsceneFileResource	ReleaseCutsceneFileResource		0040EE41	WC2-only		87.50	50to90
src/logic.c	EMShutDown	EMShutDown	00421A40	0045B905	WC1-fuzzy-low		87.50	50to90
src/mathfp.c	DivideFixed	DivideFixed	00434DB0	00461A2D	WC1-fuzzy-medium		87.50	50to90
src/brains.c	defend_mission	defend_mission	0040AC00	0044472C	WC1-fuzzy-followup		87.66	50to90
src/smart.c	handle_stress	handle_stress	00434980	0041FD2B	WC1-fuzzy-very-low		87.72	50to90
src/killbrd.c	GetShapeFrameExtents	GetShapeFrameExtents	004408F0	0042557C	WC1-order-exact		87.72	50to90
src/screens.c	CopyCutsceneSpriteDisplay	CopyCutsceneSpriteDisplay		0042D8E2	WC2-only		87.72	50to90
src/brains.c	Mburnout	ShipAiState12	00406860	00440E46	WC1-callgraph-propagated		87.72	50to90
src/cockpt.c	cycle_onscreen_targets	cycle_onscreen_targets	00416F30	0043DD1B	WC1-fuzzy-very-low		87.93	50to90
src/brains.c	Msit_n_spin	Msit_n_spin	004065A0	00440A93	WC1-fuzzy-followup		87.93	50to90
src/logic.c	real_crash_time	real_crash_time	00422260	00429736	WC1-fuzzy-followup		88.00	50to90
src/winmain.c	CreateMainWindow	CreateMainWindow	00402180	004542B7	WC1-fuzzy-very-low		88.14	50to90
src/geom.c	MinInt	DoLocalFn84E0	004184E0	0040A867	WC1-order-exact		88.24	50to90
src/geom.c	MaxInt	DoLocalFn84F0	004184F0	0040A893	WC1-order-exact		88.24	50to90
src/logic.c	approach_zero_speed	approach_zero_speed	00422DD0	0042A6E8	WC1-fuzzy-followup		88.24	50to90
src/logic.c	approach_min_speed	approach_min_speed	00422DF0	0042A701	WC1-fuzzy-low		88.24	50to90
src/main.c	clear_view_buffer	clear_view_buffer	00427B00	00465E88	WC1-fuzzy-followup		88.24	50to90
src/debug.cpp	DebugOverlayWorkerProc	DebugOverlayWorkerProc	0041C960	0045AEE4	WC1-callgraph-propagated		88.42	50to90
src/brains.c	check_destroy_target	check_destroy_target	00409B10	00442D58	WC1-fuzzy-followup		88.50	50to90
src/smart.c	veer_random	veer_random	00433EC0	0041EB1D	WC1-fuzzy-low		88.64	50to90
src/nav.c	InitializeNearHeap	InitializeNearHeap	0040E9E0	004209C2	WC1-fuzzy-low		88.76	50to90
src/geom.c	point_ship	point_ship	00419620	0040BC6B	WC1-callgraph-propagated		88.89	50to90
src/smart.c	steer_away_from_object	steer_away_from_object	00433AC0	0041E4E0	WC1-fuzzy-very-low		89.04	50to90
src/mathfp.c	PlanarMagnitude	PlanarMagnitude	00434EE0	00461C06	WC1-manual-verified		89.19	50to90
src/brains.c	SetScale	SetScale	0040CD30	0044FC6D	WC1-fuzzy-followup		89.24	50to90
src/disk.c	CreateCutsceneResourceInstance	CreateCutsceneResourceInstance		0040DA0C	WC2-only		89.27	50to90
src/smart.c	prevent_collision	prevent_collision	00433C80	0041E6C8	WC1-fuzzy-followup		89.31	50to90
src/hudmsg.c	WriteTapeInitialState	WriteTapeInitialState		0040230E	WC2-only		89.47	50to90
src/logic.c	approach_ship_speed	approach_ship_speed	00422EA0	0042A7AF	WC1-callgraph-propagated		89.47	50to90
src/geom.c	ShowModalTextPanel	ShowModalTextPanel	0041AB90	004595EF	WC1-fuzzy-medium		89.52	50to90
src/ship.c	Create_ship_hit_debris	Create_ship_hit_debris	0041F700	004136E2	WC1-fuzzy-very-low		89.71	50to90
src/eventmgr.c	intro_drawbackgroundships	intro_drawbackgroundships	00436650	0046470E	WC1-callgraph-propagated		89.81	50to90
src/geom.c	apply_force_to_object	apply_force_to_object	00419D10	0040C4D1	WC1-fuzzy-low		89.83	50to90
src/logic.c	find_ships_sphere	find_ships_sphere	004236F0	0042B1AE	WC1-fuzzy-medium		89.86	50to90
src/mathutil.c	ReleasePacketSlot	ReleasePacketSlot		0040D6B0	WC2-only		90.00	ge90
src/winmain.c	SaveGamePalette	SaveGamePalette	00401000	00417550	WC1-callgraph-propagated		90.00	ge90
src/pload.c	InitializeAudioSystem	InitializeAudioSystem	0042B160	00423CA0	WC1-fuzzy-followup		90.00	ge90
src/sound.c	StopSoundsUsingWave	StopSoundsUsingWave	0042B450	00424113	WC1-order-callgraph-verified		90.00	ge90
src/gr.c	UpdateStreamerStoppedFlag	UpdateStreamerStoppedFlag	00442330	00428979	WC1-manual-verified		90.00	ge90
src/logic.c	alter_tactic	alter_tactic	00422D00	0042A5C8	WC1-manual-verified		90.00	ge90
src/logic.c	approach_full_speed	approach_full_speed	00422E80	0042A788	WC1-callgraph-propagated		90.00	ge90
src/cockpt.c	set_next_destination	set_next_destination	004153D0	0043A8EA	WC1-order-exact		90.00	ge90
src/logic.c	initialize_direction_view_frames	LoopLocalFn1EF0	00421EF0	0045C279	WC1-fuzzy-followup		90.00	ge90
src/brains.c	RunCampaignGameLoop	RunCampaignGameLoop	004094E0	00409C1A	WC2-manual-verified		90.14	ge90
src/mathfp.c	DrawTextCharacter	DrawTextCharacter	00435290	004621D5	WC1-fuzzy-followup		90.14	ge90
src/brains.c	nav_getxy	nav_getxy	0040CC30	0044FB68	WC1-fuzzy-low		90.24	ge90
src/pilot.cpp	DrawTextInputCursor	DrawTextInputCursor	004260E0	00459294	WC1-manual-verified		90.24	ge90
src/screen.c	IsEngagementTargetDisallowed	IsEngagementTargetDisallowed	0042F270	00421CF6	manual-verified		90.32	ge90
src/cdrom.c	LocateStreamsDirOnDisc	LocateStreamsDirOnDisc	004031C0	00456123	WC1-callgraph-transfer		90.41	ge90
src/music.c	new_space_music_changes	GetTbl0059d650FnE9E0	0042E9E0	00452E46	WC1-fuzzy-low		90.43	ge90
src/pload.c	ServiceAudioStream	GetAudioStreamFnB1B0	0042B1B0	00423D02	WC1-auto-vt		90.48	ge90
src/gr.c	SetStreamerIntensity	SetStreamerIntensity	00442520	00428AAB	WC1-manual-verified		90.48	ge90
src/music.c	PlaySpeechPacketBuffer	PlaySpeechPacketBuffer		0044F3A4	WC2-only		90.48	ge90
src/disk.c	FindSceneHotspotAtPosition	FindSceneHotspotAtPosition		00409417	WC2-only		90.54	ge90
src/logic.c	inherit_leader_mission	inherit_leader_mission	00423530	0042AF60	WC1-fuzzy-medium		90.70	ge90
src/brains.c	tanker_intelligence	tanker_intelligence	0040B010	00444D5C	WC1-fuzzy-very-low		90.79	ge90
src/hudmsg.c	ResetCannedSceneRecording	ResetCannedSceneRecording		00401A10	WC2-only		90.91	ge90
src/geom.c	distance_from_point	distance_from_point	00419210	0040B805	WC1-manual-verified		90.91	ge90
src/disk.c	DecodeCutsceneFileResource	DecodeCutsceneFileResource		0040E285	WC2-only		90.91	ge90
src/gr.c	RasterLineHook	DoLocalFn1140	00441140	004261D5	WC1-callgraph-single		90.91	ge90
src/logic.c	reset_tactic	reset_tactic	00422CD0	0042A594	WC1-fuzzy-followup		90.91	ge90
src/cockpt.c	vid_equiv	GetG00469e2cFn7AC0	00417AC0	0043F042	WC1-fuzzy-low		90.91	ge90
src/hudmsg.c	BeginInflightReplayHook	BeginInflightReplayHook		00446950	WC2-only		90.91	ge90
src/brains.c	ApplyAlternateShipType	ApplyAlternateShipType		0044B48F	WC2-only		90.91	ge90
src/music.c	ResetSoundStateForFlight	ResetSoundStateForFlight	0042EEB0	004534D3	WC1-order-callgraph-verified		90.91	ge90
src/logic.c	UpdateTargetCameraCockpitHook	UpdateTargetCameraCockpitHook		00461456	WC2-only		90.91	ge90
src/logic.c	FinalizeTargetCameraViewHook	FinalizeTargetCameraViewHook		00461466	WC2-only		90.91	ge90
src/mathfp.c	ApplySpacePaletteModeHook	ApplySpacePaletteModeHook		00461DE0	WC2-only		90.91	ge90
src/eventmgr.c	CheckCursor	CheckCursor	00435DE0	004635D3	WC1-order-semantics-verified		90.91	ge90
src/eventmgr.c	TimerResetHook	TimerResetHook	004362A0	0046416A	WC1-manual-verified		90.91	ge90
src/eventmgr.c	TimerStopHook	TimerStopHook	004362D0	004641A0	WC1-order-semantics-verified		90.91	ge90
src/eventmgr.c	FinalizeInputManagerHook	FinalizeInputManagerHook		00464A90	WC2-only		90.91	ge90
src/eventmgr.c	MouseIdleHook	MouseIdleHook	004368C0	00464AA0	WC1-order-semantics-verified		90.91	ge90
src/eventmgr.c	StartupHook	StartupHook	00436900	00464AE8	WC1-order-semantics-verified		90.91	ge90
src/eventmgr.c	JoystickEdgeHook	JoystickEdgeHook	00436910	00464B0B	WC1-order-semantics-verified		90.91	ge90
src/eventmgr.c	PersonnelDriveHook	ShutdownHook	00436980	00464B82	manual-verified		90.91	ge90
src/eventmgr.c	VideoReleaseHook	VideoReleaseHook	004369D0	00464BCB	manual-verified		90.91	ge90
src/eventmgr.c	ExitCleanupHook	ExitCleanupHook	004369E0	00464BDB	manual-verified		90.91	ge90
src/eventmgr.c	InitializeInputDriverHook	InitializeInputDriverHook		00464EE0	WC2-only		90.91	ge90
src/eventmgr.c	FinalizeInputDriverHook	FinalizeInputDriverHook		00464EF0	WC2-only		90.91	ge90
src/eventmgr.c	ServiceCutsceneRuntimeHook	ServiceCutsceneRuntimeHook		00464FD7	WC2-only		90.91	ge90
src/eventmgr.c	SetMusicTickRateHook	SetMusicTickRateHook		0046502E	WC2-only		90.91	ge90
src/ix/thread.cpp	ix_thread_service_streams	ix_thread_service_streams	004441C6	0046D7C6	WC1-auto-vt		90.91	ge90
src/sound.c	PlayRawSpeechBuffer	PlayRawSpeechBuffer		00424417	WC2-only		91.00	ge90
src/music.c	AllocateViewport	AllocateViewport	0042E090	0045CAD2	WC1-fuzzy-followup		91.04	ge90
src/cockpt.c	UpdateTargetLeadIndicator	UpdateTargetLeadIndicator		0043CF5A	WC2-only		91.09	ge90
src/brains.c	kilrathi_wingman	kilrathi_wingman	0040A030	00443499	WC1-fuzzy-very-low		91.09	ge90
src/disk.c	WaitForAnyInputPress	WaitForAnyInputPress		0040FADE	WC2-only		91.11	ge90
src/spc.c	CalibrateJoystickInteractive	CalibrateJoystickInteractive	004102B0	00418770	WC1-fuzzy-high		91.14	ge90
src/screens.c	RunCutsceneScript	RunCutsceneScript		0042F1FD	WC2-only		91.17	ge90
src/music.c	IsConstellationParticleOutsideViewport	IsConstellationParticleOutsideViewport		0045A5C7	WC2-only		91.18	ge90
src/geom.c	set_background_objects_rotation	SetTbl0059cd90FnA530	0041A530	0040CEF6	WC1-fuzzy-very-low		91.25	ge90
src/smart.c	steer_away_from_predicted_object	steer_away_from_predicted_object	00433B90	0041E5C8	WC1-fuzzy-very-low		91.25	ge90
src/gr.c	ForceStreamerTrigger	ForceStreamerTrigger	00442550	00428B3C	WC1-manual-verified		91.30	ge90
src/logic.c	approach_cruise_speed	approach_cruise_speed	00422E50	0042A754	WC1-callgraph-propagated		91.30	ge90
src/music.c	StartInteractiveMusic	StartInteractiveMusic		00452A64	WC2-only		91.30	ge90
src/personnel.c	DrawPersonnelMenuBackdrop	Dismissed	00437B80	00433F94	WC1-callgraph-propagated		91.38	ge90
src/pload.c	FreeWaveTable	LoopAudioStreamFnB300	0042B300	00423ED1	WC1-callgraph-transfer		91.43	ge90
src/cockpt.c	clear_head_up_display	clear_head_up_display	00415A90	0043B29D	WC1-fuzzy-very-low		91.47	ge90
src/smart.c	select_target	select_target	00433E50	0041EA86	WC1-fuzzy-very-low		91.49	ge90
src/nav.c	IsPointInNavMapLabel	IsPointInNavMapLabel	0040D490	004507DA	WC1-callgraph-single-low		91.49	ge90
src/gr.c	DrawFilledViewportRect	DrawFilledViewportRect	00441C70	00427E1B	WC1-manual-verified		91.53	ge90
src/screens.c	ConsumeCutscenePalettePacket	ConsumeCutscenePalettePacket		0042C8E1	WC2-only		91.53	ge90
src/logic.c	reset_objective	reset_objective	00422C70	0042A52A	WC1-fuzzy-low		91.67	ge90
src/logic.c	alter_objective	alter_objective	00422CA0	0042A55F	WC1-order-exact		91.67	ge90
src/screens.c	HasSavedPilotCampaign	HasSavedPilotCampaign		00434177	WC2-only		91.67	ge90
src/dib.c	EnableDibSlam	EnableDibSlam		0045DBFF	WC2-only		91.67	ge90
src/dib.c	DisableDibSlam	DisableDibSlam		0045DC19	WC2-only		91.67	ge90
src/mathfp.c	WaitForVerticalBlankThunk	WaitForVerticalBlankThunk	00434FB0	00461D68	WC1-manual-verified		91.67	ge90
src/eventmgr.c	DisableMouseCursorDrawing	SuspendMouseCursor	004360E0	00463E19	WC1-order-semantics-verified		91.67	ge90
src/eventmgr.c	GetSoundHardwareFlag	GetSoundHardwareFlag	00436260	00464141	WC1-manual-verified		91.67	ge90
